#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Unnamed: 12,Unnamed: 13
1561,Claim,6984095524,11,a friend learned  online that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,banned,828170.0,535319.0,147350.0,11760.0,3306.0,15.0,9.0
1562,Claim,5516546210,42,a friend learned  online that the worldвЂ™s largest pyramid cannot be found in egypt,not verified,under review,716532.0,447772.0,109724.0,6085.0,3672.0,15.0,9.0
1563,Claim,7886377986,18,a friend learned  online that losing weight alters brain activity,not verified,active,196232.0,32824.0,3083.0,701.0,441.0,15.0,9.0
1564,Claim,9233282942,13,"""a friend learned  online that the odds of getting a set of cards referred to as a royal flush is 1 in 649","740""",not verified,9935.5,536347.0,231001.0,13156.0,4042.0,887.0,9.0
1565,Claim,4179531594,31,a friend learned  online that frigate birds can sleep while flying,not verified,active,294396.0,57309.0,4692.0,163.0,82.0,15.0,9.0
1566,Claim,5417438262,57,a friend learned  online that sloths can hold their breaths longer than dolphins,not verified,under review,893639.0,105445.0,5237.0,1308.0,445.0,15.0,9.0
1567,Claim,8751372919,52,a friend learned  online that baby octopuses are the size of a flea,not verified,banned,342286.0,101075.0,37507.0,359.0,4.0,15.0,9.0
1568,Claim,9978433809,44,a friend learned  online that the human brain uses 20% of the body's oxygen,not verified,banned,493926.0,101904.0,1712.0,1910.0,1204.0,15.0,9.0
1569,Claim,6705465392,49,a friend learned  online that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,729888.0,419070.0,78695.0,7424.0,4507.0,15.0,9.0
1570,Claim,6540003916,7,a friend learned  online that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,198806.0,9374.0,338.0,187.0,30.0,15.0,9.0
1571,Claim,5320408293,53,a friend learned  online that redwoods are the tallest trees,not verified,active,707818.0,225139.0,15836.0,3497.0,1340.0,15.0,9.0
1572,Claim,3329048053,54,"""a friend learned  online a claim that an average human child's developing body has over 300 bones"," but by adulthood they'll have 206""",not verified,9935.5,512552.0,272348.0,60144.0,2670.0,1128.0,9.0
1573,Claim,3313760200,11,a friend learned  online a claim that new islands are being formed by volcanoes in the sea everyday,not verified,active,822617.0,493358.0,168404.0,9783.0,5807.0,15.0,9.0
1574,Claim,2295733717,42,a friend learned  online a claim that it snows in the sahara desert,not verified,banned,655769.0,420913.0,139124.0,4828.0,3075.0,15.0,9.0
1575,Claim,5497008656,13,a friend learned  online a claim that the rubik's cube is the best-selling product of all time,not verified,banned,317759.0,190821.0,21776.0,3798.0,2094.0,15.0,9.0
1576,Claim,4996964480,25,a friend learned  online a claim that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,banned,825293.0,534495.0,5715.0,8639.0,5494.0,15.0,9.0
1577,Claim,9613610491,14,a friend learned  online a claim that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,banned,78060.0,1355.0,148.0,29.0,16.0,15.0,9.0
1578,Claim,8782697050,28,a friend learned  online a claim that 1 billion cars are currently in use around the world,not verified,banned,854759.0,535135.0,169239.0,1508.0,450.0,15.0,9.0
1579,Claim,8017954334,20,a friend learned  online a claim that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,1727.0,1101.0,343.0,23.0,4.0,15.0,9.0
1580,Claim,1938265570,24,"""a friend learned  online a claim that the oldest surviving song is around 3","500 years old""",not verified,9935.5,657060.0,387508.0,137463.0,4675.0,2260.0,9.0
1581,Claim,7396237156,23,"""a friend learned  online a claim that the best selling single of all time is """"white christmas"""" by bing crosby""",not verified,active,548212.0,349782.0,4722.0,2377.0,1333.0,15.0,9.0
1582,Claim,7881917765,26,a friend learned  online a claim that singapore has the fastest internet connectivity in the world.,not verified,active,788144.0,43068.0,17017.0,714.0,373.0,15.0,9.0
1583,Claim,8871818562,59,a friend learned  online a claim that the concorde was the fastest passenger jet ever,not verified,active,233224.0,118539.0,2078.0,1287.0,850.0,15.0,9.0
1584,Claim,8440603337,9,a friend learned  online a claim that koalas sleep up to 22 hours per day,not verified,active,349592.0,85269.0,23221.0,1627.0,981.0,15.0,9.0
1585,Claim,5637172244,50,a friend learned  online a claim that some sharks can glow in the dark,not verified,banned,546799.0,246157.0,234.0,5961.0,3886.0,15.0,9.0
1586,Claim,6687297823,25,a friend learned  online a claim that the hottest planet in our solar system is venus.,not verified,active,595066.0,93406.0,14971.0,1632.0,834.0,15.0,9.0
1587,Claim,3286746232,24,a friend learned  online a claim that it snows metal and rains acid on venus,not verified,active,170020.0,39881.0,11071.0,415.0,239.0,15.0,9.0
1588,Claim,7328649223,40,a friend learned  online a claim that there are more stars in the universe than grains of sand on earth,not verified,under review,877997.0,473729.0,96746.0,3298.0,779.0,15.0,9.0
1589,Claim,3891868471,12,"""a friend learned  online a claim that about once a year"," an asteroid the size of a car enters earthвЂ™s atmosphere""",not verified,9935.5,846239.0,252217.0,42166.0,5542.0,2941.0,9.0
1590,Claim,1690955894,24,a friend learned  online a claim that it is illegal to waste food in french supermarkets,not verified,active,405773.0,75938.0,18094.0,905.0,400.0,15.0,9.0
1591,Claim,7813191956,47,a friend learned  online a claim that take out restaurants have been found in the remains of pompeii,not verified,banned,314130.0,4081.0,1603.0,43.0,5.0,15.0,9.0
1592,Claim,1393262397,43,a friend learned  online a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,209709.0,6899.0,326.0,128.0,19.0,15.0,9.0
1593,Claim,7333718765,28,a friend learned  online a claim that avocados never ripen while they are still attached to the tree,not verified,active,556292.0,280502.0,42671.0,6893.0,285.0,15.0,9.0
1594,Claim,5295515640,18,a friend learned  online a claim that australia has the most number of venomous snakes worldwide,not verified,under review,403376.0,80891.0,21741.0,460.0,144.0,15.0,9.0
1595,Claim,8668317982,53,a friend learned  online a claim that insects are attracted to light because of the moon,not verified,active,210016.0,115316.0,12231.0,535.0,69.0,15.0,9.0
1596,Claim,3009129731,28,a friend learned  online a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,314500.0,88042.0,971.0,1853.0,375.0,15.0,9.0
1597,Claim,7771696738,16,a friend learned  online a claim that penguins can jump as high as 9 feet in the air,not verified,active,411215.0,153919.0,54644.0,54.0,4.0,15.0,9.0
1598,Claim,7528098407,51,a friend learned  online a claim that a pound of houseflies contains more protein than a pound of beef,not verified,active,295902.0,59214.0,3531.0,517.0,129.0,15.0,9.0
1599,Claim,6815635149,26,a friend learned  online a claim that the microwave oven was an accidental invention,not verified,active,976798.0,408273.0,133905.0,3855.0,2072.0,15.0,9.0
1600,Claim,5523274664,8,"""a friend learned  online a claim that a single lightning bolt has enough energy to toast 100","000 slices of bread""",not verified,9935.5,700394.0,331315.0,18360.0,1089.0,159.0,9.0
1601,Claim,5887012280,29,a friend learned  online a claim that the longest location name on the planet earth is 85 letters in english.,not verified,active,696367.0,129910.0,16556.0,2775.0,1730.0,15.0,9.0
1602,Claim,8151732711,9,a friend learned  online a claim that new zealanders have more pets per household than any other country,verified,active,619690.0,139171.0,12414.0,2732.0,77.0,15.0,9.0
1603,Claim,4263286747,28,a friend learned  online a claim that bubble wrap was originally designed to be used as wallpaper,not verified,under review,294187.0,149765.0,17187.0,32.0,9.0,15.0,9.0
1604,Claim,1953214408,37,a friend learned  online a claim that humans have jumped further than horses in the olympics,not verified,active,988284.0,489326.0,16759.0,6182.0,3503.0,15.0,9.0
1605,Claim,5409817586,49,a friend learned  online a claim that 170-year-old champagne was found under the baltic sea,not verified,banned,405718.0,150996.0,25550.0,2557.0,517.0,15.0,9.0
1606,Claim,3091324534,10,a friend learned  online a claim that the largest pair of eyes in the world belongs to the giant squid,not verified,banned,690529.0,10947.0,248.0,133.0,41.0,15.0,9.0
1607,Claim,8048721488,39,a friend learned  online a claim that a candleвЂ™s flame is blue in zero gravity,not verified,active,636670.0,116871.0,29402.0,2146.0,820.0,15.0,9.0
1608,Claim,6186683424,7,a friend learned  online a claim that x-rays canвЂ™t distinguish real diamonds from fake ones,not verified,active,413498.0,205539.0,40019.0,2984.0,1215.0,15.0,9.0
1609,Claim,3474923053,27,a friend learned  online a claim that buttermilk does not contain any butter,not verified,under review,511559.0,66797.0,5471.0,778.0,449.0,15.0,9.0
1610,Claim,8410751885,58,a friend learned  online a claim that humans physically cannot hum while holding your nose,not verified,active,550297.0,132160.0,22191.0,1452.0,960.0,15.0,9.0
1611,Claim,6731456289,53,a friend learned  online a claim that the opposite sides of dice will always equal 7,not verified,active,216107.0,96891.0,30216.0,862.0,351.0,15.0,9.0
1612,Claim,8360540300,59,a friend learned  online a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,121632.0,39601.0,14795.0,70.0,25.0,15.0,9.0
1613,Claim,8628670791,14,a friend learned  online a claim that around 50% of the mined gold on earth comes from one source,not verified,active,433919.0,160023.0,36443.0,3185.0,19.0,15.0,9.0
1614,Claim,4748143135,10,a friend learned  online a claim that lightning strikes somewhere on earth about 100 times every second,not verified,active,970391.0,495925.0,8583.0,1481.0,19.0,15.0,9.0
1615,Claim,3753987744,44,a friend learned  online a claim that the longest recorded tennis match lasted for 11 hours,not verified,active,49396.0,11353.0,388.0,192.0,4.0,15.0,9.0
1616,Claim,8427089004,35,a friend learned  online a claim that strawberries are the only known fruit to grow their seeds externally,not verified,active,792656.0,228682.0,18916.0,3194.0,728.0,15.0,9.0
1617,Claim,3845856127,17,a friend learned  on an internet forum that we will all fly with individual jetpacks by 2032,not verified,banned,871699.0,233856.0,22490.0,3856.0,577.0,15.0,9.0
1618,Claim,5508356976,21,a friend learned  on an internet forum that making emotional facial expressions can prompt humans to have those emotions,not verified,active,424791.0,3214.0,655.0,53.0,19.0,15.0,9.0
1619,Claim,3000605354,59,a friend learned  on an internet forum that damascus is the oldest continuously inhabited city in the world,not verified,active,55192.0,2609.0,248.0,2.0,1.0,15.0,9.0
1620,Claim,1326122444,41,a friend learned  on an internet forum that mobile phone use in india is nearly 100%,not verified,active,424534.0,215756.0,62575.0,4028.0,1157.0,15.0,9.0
1621,Claim,9789217394,59,a friend learned  on an internet forum that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,188439.0,56847.0,5610.0,965.0,332.0,15.0,9.0
1622,Claim,4706561056,43,a friend learned  on an internet forum that vinyl record sales now surpass compact disc sales,not verified,active,945322.0,280269.0,41352.0,1385.0,394.0,15.0,9.0
1623,Claim,9223148764,54,a friend learned  on an internet forum that about half of the world's population can access the web via a mobile device,not verified,under review,872840.0,325704.0,83528.0,59.0,6.0,15.0,9.0
1624,Claim,6633526271,54,"""a friend learned  on an internet forum that 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,70480.0,10441.0,2927.0,85.0,17.0,9.0
1625,Claim,2910691931,26,a friend learned  on an internet forum that half of retail purchases are now made through a mobile device,not verified,active,427839.0,204542.0,18758.0,1374.0,66.0,15.0,9.0
1626,Claim,1821285330,11,a friend learned  on an internet forum that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,974421.0,377769.0,65908.0,782.0,415.0,15.0,9.0
1627,Claim,7365956486,34,a friend learned  on an internet forum that badminton is the fastest ball and net sport in the world,not verified,active,363697.0,143107.0,3360.0,1449.0,250.0,15.0,9.0
1628,Claim,7150997835,9,a friend learned  on an internet forum that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,banned,970396.0,99715.0,31822.0,313.0,11.0,15.0,9.0
1629,Claim,7927445859,22,a friend learned  on an internet forum that a dogвЂ™s sense of smell is much more powerful than a human's,not verified,banned,889721.0,287349.0,106527.0,1279.0,260.0,15.0,9.0
1630,Claim,9744477407,14,a friend learned  on an internet forum that footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,banned,608607.0,248852.0,90326.0,4131.0,1120.0,15.0,9.0
1631,Claim,2308151172,58,a friend learned  on an internet forum that we only see the same side of the moon,not verified,active,373888.0,28584.0,10847.0,636.0,209.0,15.0,9.0
1632,Claim,1426496932,8,a friend learned  on an internet forum that jupiter has the most moons,not verified,active,771095.0,502154.0,72133.0,746.0,4.0,15.0,9.0
1633,Claim,5817740736,39,a friend learned  on an internet forum that the scottish were the first people to fry chicken,verified,active,877044.0,523238.0,95968.0,4860.0,1343.0,15.0,9.0
1634,Claim,6058029562,51,a friend learned  on an internet forum that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,banned,151800.0,88188.0,318.0,808.0,108.0,15.0,9.0
1635,Claim,8224061046,54,a friend learned  on an internet forum that antarctica is the only continent without any reptiles or snakes,not verified,active,428230.0,181998.0,7857.0,3242.0,2116.0,15.0,9.0
1636,Claim,4898333558,17,a friend learned  on an internet forum that penguins can jump as high as 9 feet in the air,not verified,active,460544.0,194054.0,33463.0,3603.0,2088.0,15.0,9.0
1637,Claim,6401619913,6,a friend learned  on an internet forum that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,886814.0,21254.0,3768.0,211.0,115.0,15.0,9.0
1638,Claim,3346938321,25,a friend learned  on an internet forum that the eiffel tower leans away from the sun,not verified,under review,507722.0,206912.0,32240.0,3277.0,1367.0,15.0,9.0
1639,Claim,5753093612,16,"""a friend learned  on an internet forum that a single lightning bolt has enough energy to toast 100","000 slices of bread""",not verified,9935.5,437645.0,84419.0,4061.0,1278.0,457.0,9.0
1640,Claim,6694122833,9,a friend learned  on an internet forum that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,265589.0,34239.0,11929.0,254.0,84.0,15.0,9.0
1641,Claim,2749805589,48,a friend learned  on an internet forum that black cats are good luck in britain and japan,not verified,banned,45347.0,701.0,159.0,4.0,0.0,15.0,9.0
1642,Claim,2189786012,12,a friend learned  on an internet forum that there are billions of eggs produced commercially each year,not verified,active,747715.0,370878.0,52795.0,1008.0,175.0,15.0,9.0
1643,Claim,2382361414,52,a friend learned  on an internet forum that the largest pair of eyes in the world belongs to the giant squid,not verified,active,400724.0,74520.0,18804.0,197.0,127.0,15.0,9.0
1644,Claim,8039812614,27,a friend learned  on an internet forum that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,971451.0,594685.0,191594.0,447.0,287.0,15.0,9.0
1645,Claim,7422084386,60,a friend learned  on an internet forum that the largest recorded snowflake was 15 inches wide,not verified,active,18264.0,9157.0,3502.0,4.0,0.0,15.0,9.0
1646,Claim,5909341251,24,a friend learned  on an internet forum that the opposite sides of dice will always equal 7,not verified,active,128608.0,25802.0,3690.0,73.0,31.0,15.0,9.0
1647,Claim,7372607208,33,a friend learned  on an internet forum that bananas get their curved shape by growing towards the sun,not verified,active,335384.0,184205.0,48208.0,3209.0,851.0,15.0,9.0
1648,Claim,9422619673,24,a friend learned  on an internet forum that frigate birds can sleep while flying,not verified,active,51697.0,17653.0,4126.0,71.0,40.0,15.0,9.0
1649,Claim,4417029469,59,a friend learned  on an internet forum that the chicken is the closest relative to the t-rex,not verified,active,998911.0,584177.0,129714.0,8037.0,185.0,15.0,9.0
1650,Claim,2700000806,22,a friend learned  on an internet forum that baby octopuses are the size of a flea,not verified,active,952570.0,308426.0,102587.0,625.0,384.0,15.0,9.0
1651,Claim,1521490051,14,a friend learned  on an internet forum that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,356632.0,56205.0,21680.0,780.0,378.0,15.0,9.0
1652,Claim,9821056346,27,a friend learned  on an internet forum that the human brain uses 20% of the body's oxygen,not verified,active,528398.0,95369.0,6152.0,1687.0,119.0,15.0,9.0
1653,Claim,4730506694,24,a friend learned  on an internet forum that lemurs were previously the size of gorillas,not verified,active,608493.0,42504.0,14299.0,621.0,233.0,15.0,9.0
1654,Claim,6646147854,51,"""a friend learned  on an internet forum that every three seconds"," there is a birth taking place somewhere in the world""",not verified,9935.5,931339.0,87582.0,22238.0,260.0,15.0,9.0
1655,Claim,2576602997,28,a friend learned  on an internet forum a claim that humans will live on mars by 2035,not verified,active,899347.0,343486.0,15147.0,1492.0,808.0,15.0,9.0
1656,Claim,4934415263,30,"""a friend learned  on an internet forum a claim that an average human child's developing body has over 300 bones"," but by adulthood they'll have 206""",not verified,9935.5,747801.0,32491.0,6798.0,806.0,72.0,9.0
1657,Claim,3743882748,46,a friend learned  on an internet forum a claim that nucelear fission is now being used to produce electricity,not verified,active,708193.0,31515.0,3764.0,190.0,123.0,15.0,9.0
1658,Claim,9097636584,51,a friend learned  on an internet forum a claim that there are 7100+ islands in the philippines,not verified,active,99711.0,22483.0,7284.0,145.0,10.0,15.0,9.0
1659,Claim,2763919177,20,a friend learned  on an internet forum a claim that damascus is the oldest continuously inhabited city in the world,not verified,under review,576808.0,54421.0,16500.0,1127.0,525.0,15.0,9.0
1660,Claim,8092130547,18,a friend learned  on an internet forum a claim that canada has the most lakes in the world,not verified,banned,62020.0,35039.0,5496.0,802.0,314.0,15.0,9.0
1661,Claim,4183089418,25,a friend learned  on an internet forum a claim that there are about 582 million entrepreneurs in the world,not verified,active,217879.0,129065.0,26830.0,1084.0,704.0,15.0,9.0
1662,Claim,7603932943,37,"""a friend learned  on an internet forum a claim that american industrialist andrew carnegie had a net worth of $475 million usd"," worth over $300 billion usd today""",not verified,9935.5,944854.0,366355.0,52739.0,2782.0,428.0,9.0
1663,Claim,7661037965,28,a friend learned  on an internet forum a claim that the average car contains over 30000 unique parts,not verified,active,50262.0,6986.0,2417.0,114.0,6.0,15.0,9.0
1664,Claim,4437369937,30,a friend learned  on an internet forum a claim that the japanese word вЂkaraokeвЂ™ comes from a phrase meaning вЂ™empty orchestraвЂ™,not verified,active,990068.0,305306.0,113238.0,2812.0,1511.0,15.0,9.0
1665,Claim,4168405515,27,a friend learned  on an internet forum a claim that the average user checks their mobile phone around 150 times each day,not verified,active,960641.0,36469.0,3870.0,464.0,240.0,15.0,9.0
1666,Claim,2855324394,6,a friend learned  on an internet forum a claim that the longest recorded cricket match lasted 14 days,not verified,active,129645.0,70500.0,1006.0,677.0,79.0,15.0,9.0
1667,Claim,5148242383,45,a friend learned  on an internet forum a claim that the first cricket balls were made of tightly packed sheep wool.,not verified,active,606308.0,178713.0,47202.0,353.0,10.0,15.0,9.0
1668,Claim,3219551810,33,"""a friend learned  on an internet forum a claim that at the first modern olympics"," winners were awarded silver medals""",not verified,9935.5,603922.0,31610.0,7095.0,502.0,138.0,9.0
1669,Claim,7763890060,9,a friend learned  on an internet forum a claim that a dogвЂ™s sense of smell is much more powerful than a human's,not verified,active,485406.0,113043.0,22824.0,1090.0,556.0,15.0,9.0
1670,Claim,1628205477,34,a friend learned  on an internet forum a claim that reindeer grow new antlers every year,not verified,under review,46115.0,558.0,198.0,6.0,2.0,15.0,9.0
1671,Claim,8426336185,36,a friend learned  on an internet forum a claim that some sharks can glow in the dark,not verified,active,832175.0,549814.0,116653.0,7903.0,2907.0,15.0,9.0
1672,Claim,1634227044,59,a friend learned  on an internet forum a claim that the hottest planet in our solar system is venus.,not verified,under review,689291.0,215795.0,37165.0,3431.0,1501.0,15.0,9.0
1673,Claim,2965645756,39,a friend learned  on an internet forum a claim that footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,under review,551238.0,145141.0,15933.0,426.0,7.0,15.0,9.0
1674,Claim,4470611244,22,a friend learned  on an internet forum a claim that the chinese began to document halleyвЂ™s comet in 240 b.c.,not verified,active,546925.0,243825.0,44772.0,391.0,133.0,15.0,9.0
1675,Claim,6987388442,54,a friend learned  on an internet forum a claim that neptune radiates more heat than it gets from the sun,not verified,active,887088.0,357930.0,97075.0,7217.0,444.0,15.0,9.0
1676,Claim,5134478835,11,a friend learned  on an internet forum a claim that australia is wider than the moon,not verified,banned,793337.0,382137.0,11988.0,2002.0,957.0,15.0,9.0
1677,Claim,3930930245,6,a friend learned  on an internet forum a claim that sound actually travels in space,not verified,active,708600.0,427150.0,30108.0,4010.0,1667.0,15.0,9.0
1678,Claim,6349496441,28,a friend learned  on an internet forum a claim that a day on mars is about the same length as on earth,not verified,active,333837.0,176837.0,6897.0,2245.0,101.0,15.0,9.0
1679,Claim,3715959005,27,a friend learned  on an internet forum a claim that 5 dwarf planets are recognized in the solar system,not verified,active,411950.0,241115.0,83838.0,5600.0,2683.0,15.0,9.0
1680,Claim,1283403827,50,a friend learned  on an internet forum a claim that there are currently 6 spacecrafts on mars,not verified,active,362774.0,162952.0,15359.0,1692.0,1071.0,15.0,9.0
1681,Claim,4272665487,34,a friend learned  on an internet forum a claim that there might be a huge planet in this solar system,verified,active,956917.0,462158.0,88107.0,3391.0,1249.0,15.0,9.0
1682,Claim,3873197167,18,a friend learned  on an internet forum a claim that canned pumpkins do not contain actual pumpkins,not verified,banned,875199.0,355912.0,104373.0,5494.0,1037.0,15.0,9.0
1683,Claim,8934745601,39,a friend learned  on an internet forum a claim that take out restaurants have been found in the remains of pompeii,not verified,active,22340.0,7614.0,2025.0,42.0,2.0,15.0,9.0
1684,Claim,8874249012,14,a friend learned  on an internet forum a claim that dogs can understand up to 250 hand gestures and words,not verified,under review,21501.0,7630.0,1615.0,190.0,65.0,15.0,9.0
1685,Claim,9389133842,37,a friend learned  on an internet forum a claim that captive ravens can speak better than parrots,not verified,under review,999127.0,438885.0,10456.0,9888.0,1724.0,15.0,9.0
1686,Claim,6717162038,5,a friend learned  on an internet forum a claim that typing keyboards were previously arranged alphabetically,not verified,active,242674.0,160511.0,60451.0,3360.0,1954.0,15.0,9.0
1687,Claim,7634286761,5,a friend learned  on an internet forum a claim that baked beans are not actually baked,not verified,active,678557.0,221485.0,25154.0,366.0,240.0,15.0,9.0
1688,Claim,4423215470,20,a friend learned  on an internet forum a claim that the brain is the fattiest organ in the body,not verified,active,494321.0,228444.0,82509.0,4232.0,1147.0,15.0,9.0
1689,Claim,7202364891,40,a friend learned  on an internet forum a claim that people donвЂ™t sneeze in their sleep,not verified,active,8648.0,2422.0,907.0,19.0,12.0,15.0,9.0
1690,Claim,5864024580,19,a friend learned  on an internet forum a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,889694.0,97350.0,30985.0,449.0,57.0,15.0,9.0
1691,Claim,5946370949,46,a friend learned  on an internet forum a claim that butterflies taste with their feet,not verified,active,959931.0,117752.0,30507.0,760.0,439.0,15.0,9.0
1692,Claim,5350956932,5,a friend learned  on an internet forum a claim that ancient egyptians slept on pillows made of stone,not verified,banned,802208.0,377712.0,58692.0,4451.0,517.0,15.0,9.0
1693,Claim,7970552021,51,a friend learned  on an internet forum a claim that a blue whale's heartbeat can be heard from two miles away,not verified,active,142252.0,17044.0,4264.0,132.0,16.0,15.0,9.0
1694,Claim,2652569114,26,a friend learned  on an internet forum a claim that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,274506.0,181794.0,16759.0,514.0,331.0,15.0,9.0
1695,Claim,7875816424,12,a friend learned  on an internet forum a claim that sweden has the most islands of any country,not verified,active,407977.0,190952.0,16578.0,2664.0,1212.0,15.0,9.0
1696,Claim,4940765052,50,a friend learned  on an internet forum a claim that it is physically impossible for humans to keep their eyes open while sneezing,not verified,banned,130156.0,63108.0,15529.0,1204.0,31.0,15.0,9.0
1697,Claim,4279051323,46,a friend learned  on an internet forum a claim that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,272739.0,168010.0,31404.0,4053.0,2517.0,15.0,9.0
1698,Claim,6957263861,12,a friend learned  on an internet forum a claim that the eye of an ostrich is bigger than its brain,not verified,active,145144.0,24675.0,2112.0,506.0,280.0,15.0,9.0
1699,Claim,6111409796,7,a friend learned  on an internet forum a claim that one strand of hair can hold up to 3 ounces of weight,not verified,active,671195.0,112346.0,42452.0,2280.0,1403.0,15.0,9.0
1700,Claim,8617813644,39,a friend learned  on an internet forum a claim that the largest recorded snowflake was 15 inches wide,not verified,active,210749.0,77411.0,3521.0,636.0,72.0,15.0,9.0
1701,Claim,2641842650,5,a friend learned  on an internet forum a claim that bottled water has an expiration date,not verified,active,511061.0,77480.0,27264.0,1334.0,773.0,15.0,9.0
1702,Claim,9967396448,47,a friend learned  on an internet forum a claim that the worldвЂ™s largest pyramid cannot be found in egypt,not verified,active,511197.0,20070.0,85.0,454.0,260.0,15.0,9.0
1703,Claim,2505081972,57,a friend learned  on an internet forum a claim that triskaidekaphobia is the fear of the number 13,not verified,active,138361.0,81731.0,1378.0,432.0,6.0,15.0,9.0
1704,Claim,1765493097,8,a friend learned  on an internet forum a claim that your fingernails on your dominant hand grow faster,not verified,active,162360.0,54144.0,670.0,255.0,13.0,15.0,9.0
1705,Claim,1323744911,38,a friend learned  on an internet forum a claim that a man once set a record by putting on over 260 t-shirts,not verified,banned,161646.0,12513.0,3033.0,107.0,38.0,15.0,9.0
1706,Claim,2681426477,21,a friend learned  on an internet forum a claim that flossing your teeth improves memory,not verified,banned,564924.0,148439.0,12873.0,2116.0,1094.0,15.0,9.0
1707,Claim,2563592711,48,"""a friend learned  on an internet forum a claim that the largest prime number has 17",425,"170 digits""",9935.5,5012.0,89037.0,46230.0,5300.0,1015.0,472.0
1708,Claim,4206491697,17,a friend learned  on an internet forum a claim that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,443167.0,9082.0,1273.0,83.0,3.0,15.0,9.0
1709,Claim,4405880384,55,a friend learned  on an internet forum a claim that the human brain uses 20% of the body's oxygen,not verified,active,668113.0,182493.0,19328.0,660.0,31.0,15.0,9.0
1710,Claim,5131061292,53,a friend learned  on an internet forum a claim that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,under review,292983.0,79182.0,1626.0,1514.0,198.0,15.0,9.0
1711,Claim,3051401499,11,a friend learned  on an internet forum a claim that the longest recorded tennis match lasted for 11 hours,not verified,active,200776.0,8278.0,919.0,132.0,75.0,15.0,9.0
1712,Claim,6862446853,31,a friend learned  on an internet forum a claim that strawberries are the only known fruit to grow their seeds externally,not verified,active,18127.0,10852.0,394.0,240.0,77.0,15.0,9.0
1713,Claim,1985110283,42,a friend learned  in the media that we will all fly with individual jetpacks by 2032,not verified,banned,979333.0,196294.0,69266.0,3343.0,937.0,15.0,9.0
1714,Claim,3871146157,25,a friend learned  in the media that earth days are getting longer over time due to orbital expansion,not verified,active,122904.0,47777.0,11290.0,900.0,432.0,15.0,9.0
1715,Claim,2186677085,58,a friend learned  in the media that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,390093.0,98018.0,15464.0,1736.0,144.0,15.0,9.0
1716,Claim,5793848010,33,a friend learned  in the media that new islands are being formed by volcanoes in the sea everyday,not verified,active,865540.0,75023.0,7257.0,431.0,199.0,15.0,9.0
1717,Claim,3191538786,41,a friend learned  in the media that the rubik's cube is the best-selling product of all time,not verified,under review,492957.0,315409.0,80711.0,5398.0,128.0,15.0,9.0
1718,Claim,8267577903,53,a friend learned  in the media that 90% of goods are shipped by ocean freight,not verified,active,706353.0,246500.0,25101.0,3685.0,323.0,15.0,9.0
1719,Claim,7924525203,60,a friend learned  in the media that more businesses will be owned by women than men by 2045,not verified,under review,572648.0,186814.0,15303.0,163.0,64.0,15.0,9.0
1720,Claim,5095387232,39,a friend learned  in the media that most car horns honk in the key of f,not verified,active,698937.0,396187.0,61683.0,3256.0,1633.0,15.0,9.0
1721,Claim,7488449383,35,a friend learned  in the media that 1 billion cars are currently in use around the world,not verified,banned,418969.0,178955.0,54840.0,843.0,490.0,15.0,9.0
1722,Claim,7610793678,10,a friend learned  in the media that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,864271.0,169108.0,58527.0,4070.0,392.0,15.0,9.0
1723,Claim,6647685164,57,a friend learned  in the media that 90% of drivers admit to singing in the car,not verified,banned,906428.0,432988.0,125036.0,2052.0,0.0,15.0,9.0
1724,Claim,6437896039,58,a friend learned  in the media that elvis presley has sold more records than the music band the beatles,not verified,active,106745.0,14543.0,459.0,106.0,12.0,15.0,9.0
